"N°","Date debut","Date fin","Emplacement","Campagne","Commune","Zone","Format","Regie","Latitude","Longitude"
"1487","24-09-2024","23-10-2024","Pharmacie du progrès F2 face pharmacie progrès","Pass pour moi","Yopougon","Grand Abidjan","12 M²","QUARTZ","5.346691","-4.099503"
"1488","24-09-2024","23-10-2024","Carrefour Amodji face terminus 47 F2 axe terminus 47-cité CIE voir au niveau des mécaniciens","Pass pour moi","Yopougon","Grand Abidjan","12 M²","QUARTZ","5.339453","-4.086939"
"1489","24-09-2024","23-10-2024","Pont niangon lokoi face pharmacie theodora","Pass pour moi","Yopougon","Grand Abidjan","12 M²","QUARTZ","5.318743","-4.097309"
"1490","24-09-2024","23-10-2024","Maison des Jeunes face commissariat du 16eme","Pass pour moi","Yopougon","Grand Abidjan","12 M²","QUARTZ","5.3341","-4.073238"
"1491","24-09-2024","23-10-2024","Institut des aveugles face bel air","Pass pour moi","Yopougon","Grand Abidjan","12 M²","QUARTZ","5.353627","-4.064319"
"1492","21-09-2024","20-10-2024","Adjamé église universelle face Mirandor","Tik tak prêt et épargne","Adjame","Grand Abidjan","12 M²","INCONNUE","5.355498","-4.019802"
"1493","21-09-2024","20-10-2024","Bd nangui abrogoua pharmacie gbede","Tik tak prêt et épargne","Adjame","Grand Abidjan","12 M²","JEP COMMUNICATION SARL","5.34772","-4.025646"
"1494","21-09-2024","20-10-2024","Carrefour CHU sens vallon","Tik tak prêt et épargne","Cocody","Grand Abidjan","12 M²","SELFIE MEDIA","5.352168","-3.991433"
"1495","21-09-2024","20-10-2024","Autoroute Station shell face pont ferraille","Tik tak prêt et épargne","Cocody","Grand Abidjan","12 M²","VIVA PUB","5.36299","-4.024744"
"1496","21-09-2024","20-10-2024","Axe pako Descente ENA face carrefour ENA","Tik tak prêt et épargne","Cocody","Grand Abidjan","12 M²","SELFIE MEDIA","5.362433","-3.994871"
"1497","21-09-2024","20-10-2024","Axe 30em carrefour campus 4 ustci face vallon","Tik tak prêt et épargne","Cocody","Grand Abidjan","12 M²","SELFIE MEDIA","5.37179","-3.988398"
"1498","21-09-2024","20-10-2024","Axe vallon avant le pont vallon face la 2","Tik tak prêt et épargne","Cocody","Grand Abidjan","12 M²","SELFIE MEDIA","5.354555","-3.989381"
"1499","21-09-2024","20-10-2024","Axe vallon avant le pont vallon face pont","Tik tak prêt et épargne","Cocody","Grand Abidjan","12 M²","INCONNUE","5.354555","-3.989381"
"1500","21-09-2024","20-10-2024","Abidjan mall face pharmacie bonoumin","Tik tak prêt et épargne","Cocody","Grand Abidjan","12 M²","SELFIE MEDIA","5.361749","-3.967507"
"1501","21-09-2024","20-10-2024","Bd de France, CRF Sol Béni sens golf Hôtel","Tik tak prêt et épargne","Cocody","Grand Abidjan","12 M²","INCONNUE","5.33183","-3.960529"
"1502","21-09-2024","20-10-2024","Axe boulevard Mitterrand direction après barrage en venant de nouveau camp","Tik tak prêt et épargne","Cocody","Grand Abidjan","12 M²","CHRISTIMAGE","5.364871","-3.951301"
"1503","21-09-2024","20-10-2024","Koumassi après le Camp commandos sens carrefour Camp commandos","Tik tak prêt et épargne","Koumassi","Grand Abidjan","12 M²","SELFIE MEDIA","5.282277","-3.968783"
"1504","21-09-2024","20-10-2024","Zone 3 carrefour Nestlé et fond de prévoyance de la police nationale , direction carrefour solibra	","Tik tak prêt et épargne","Marcory","Grand Abidjan","12 M²","JEP COMMUNICATION SARL","5.295934","-3.9923891"
"1505","21-09-2024","20-10-2024","Port Bouet Restaurant le soleil ","Tik tak prêt et épargne","Port-Bouet","Grand Abidjan","12 M²","CHRISTIMAGE","5.258337","-3.9655571"
"1506","21-09-2024","20-10-2024","Treicheville avant le feu du marché de Samsung sens pont HB face gare de bassam","Tik tak prêt et épargne","Treichville","Grand Abidjan","12 M²","SELFIE MEDIA","5.299331","-4.006296"
"1507","21-09-2024","20-10-2024","Grand marché de Treichville face mairie","Tik tak prêt et épargne","Treichville","Grand Abidjan","12 M²","SELFIE MEDIA","5.309662","-4.01318"
"1508","21-09-2024","20-10-2024","Treicheville monté pont FHB sens plateau face sodeci Treicheville","Tik tak prêt et épargne","Treichville","Grand Abidjan","12 M²","MEDIATICS","5.307064","-4.017964"
"1509","21-09-2024","20-10-2024","portbouët 2 après le carrefour zone sens carrefour CHU","Tik tak prêt et épargne","Yopougon","Grand Abidjan","12 M²","SELFIE MEDIA","5.355305","-4.087463"
"1510","18-09-2024","10-10-2024","Bvd Nangui Abrogoua sens Abobo près de la station Total énergie ","Tchanfeto festival","Abobo","Grand Abidjan","12 M²","CIBLE","5.3974173","-4.0207795"
"1511","18-09-2024","10-10-2024","BD MITTERRAND ROUTE DE BINGERVILLE SENS ALLER À DROITE AVANT LE FEUX AKOUEDO FACE pont Y4","Tchanfeto festival","Cocody","Grand Abidjan","12 M²","INCONNUE","5.3653718","-3.9492402"
"1512","18-09-2024","10-10-2024","Carrefour lycée moderne de cocody","Tchanfeto festival","Cocody","Grand Abidjan","12 M²","PUBLISTAR","5.334975","-3.996468"
"1513","18-09-2024","10-10-2024","Axe RTI au niveau de IFSM face RTI","Tchanfeto festival","Cocody","Grand Abidjan","12 M²","CIBLE","5.345971","-4.002824"
"1514","18-09-2024","10-10-2024","Entrée Blokauss face monument","Tchanfeto festival","Cocody","Grand Abidjan","12 M²","ZCOM MEDIA","5.325687","-4.001321"
"1515","18-09-2024","10-10-2024","Carrefour ZOO","Tchanfeto festival","Cocody","Grand Abidjan","12 M²","PUBLISTAR","5.378563","-4.006859"
"1516","18-09-2024","10-10-2024","Feu de sococé entree est","Tchanfeto festival","Cocody","Grand Abidjan","12 M²","PUBLISTAR","5.373774","-3.998776"
"1517","18-09-2024","10-10-2024","Crf pharmacie des lacs face église saint Etienne","Tchanfeto festival","Koumassi","Grand Abidjan","12 M²","PUBLISTAR","5.290139","-3.962273"
"1518","18-09-2024","10-10-2024","Après le feu de cava sens feu de solibra ","Tchanfeto festival","Marcory","Grand Abidjan","12 M²","CIBLE","5.297223","-3.993171"
"1519","18-09-2024","10-10-2024","Grand carrefour de Marcory sens St Thérèse ","Tchanfeto festival","Marcory","Grand Abidjan","12 M²","PUBLISTAR","5.2998412","-3.989289"
"1520","18-09-2024","10-10-2024","Restaurant St Germain sens ancien Koumassi ","Tchanfeto festival","Marcory","Grand Abidjan","12 M²","PUBLISTAR","5.275434","-3.968261"
"1521","18-09-2024","10-10-2024","Carrrefour Finances face palais de Justice","Tchanfeto festival","Plateau","Grand Abidjan","12 M²","PUBLISTAR","5.3274287","-4.02042"
"1522","18-09-2024","10-10-2024","Hôpital général de port bouet face abattoir ","Tchanfeto festival","Port-Bouet","Grand Abidjan","12 M²","PUBLISTAR","5.262264","-3.963272"
"1523","18-09-2024","10-10-2024","au feu de cacomiaf sens gare de bassam","Tchanfeto festival","Treichville","Grand Abidjan","12 M²","PUBLISTAR","5.301313","-4.010565"
"1524","18-09-2024","10-10-2024","Yopougon centre de santé d'abobo doumé sens aller santé face cité addoha","Tchanfeto festival","Yopougon","Grand Abidjan","12 M²","ZCOM MEDIA","5.3152344","-4.0355274"
"1525","18-09-2024","10-10-2024","Au bateau non loin de la boulangerie sur la cote face de droite","Tchanfeto festival","Yopougon","Grand Abidjan","12 M²","ZCOM MEDIA","5.307497","-4.040464"
"1526","18-09-2024","10-10-2024","Yopougon nouveau bureau sens complexe sportif face picaso","Tchanfeto festival","Yopougon","Grand Abidjan","12 M²","ZCOM MEDIA","5.3379126","-4.06224"
"1527","18-09-2024","10-10-2024","Yopougon après ghandi sens passeport ","Tchanfeto festival","Yopougon","Grand Abidjan","12 M²","ZCOM MEDIA","5.3256109","-4.0597345"
"1528","18-09-2024","10-10-2024","Yopougon près sbta sens carrefour zone ","Tchanfeto festival","Yopougon","Grand Abidjan","12 M²","PUBLISTAR","5.3581712","-4.0851473"
"1529","18-09-2024","17-10-2024","Abobo après coco service face adjame A","Je suis tranquille avec minéné santé","Abobo","Grand Abidjan","12 M²","ALSHANA","5.408408","-4.01612"
"1530","18-09-2024","17-10-2024","Sens n'dotré au niveau du bon prix face agripac","Je suis tranquille avec minéné santé","Abobo","Grand Abidjan","12 M²","INCONNUE","5.4438504","-4.0569501"
"1531","18-09-2024","17-10-2024","MAIRIE D'ABOBO SENS SAMAKÉ, FACE ROND-POINT SAMAKÉ","Je suis tranquille avec minéné santé","Abobo","Grand Abidjan","12 M²","SELFIE MEDIA","5.41928","-4.0149283333333"
"1532","18-09-2024","17-10-2024","Route du zoo carrefour église ","Je suis tranquille avec minéné santé","Abobo","Grand Abidjan","12 M²","INCONNUE","5.3895183","-4.0056217"
"1533","18-09-2024","17-10-2024","Pont Agban direction Yopougon avec pont ferraille","Je suis tranquille avec minéné santé","Adjame","Grand Abidjan","12 M²","SELFIE MEDIA","5.362405","-4.023557"
"1534","18-09-2024","17-10-2024","Descente Wili a droite face croix bleu","Je suis tranquille avec minéné santé","Adjame","Grand Abidjan","12 M²","Inconnue","5.3632396","-4.0176792"
"1535","18-09-2024","17-10-2024","Autoroute direction plateau avant le pont de Cocody ","Je suis tranquille avec minéné santé","Adjame","Grand Abidjan","12 M²","Inconnue","5.3632396","-4.0176792"
"1536","18-09-2024","17-10-2024","Institut national de santé publique face camp galielé ","Je suis tranquille avec minéné santé","Adjame","Grand Abidjan","12 M²","SELFIE MEDIA","5.3382449","-4.0259958"
"1537","18-09-2024","17-10-2024","Pharmacie bélier face clinique médicale 220","Je suis tranquille avec minéné santé","Adjame","Grand Abidjan","12 M²","Inconnue","5.350303","-4.017144"
"1538","18-09-2024","17-10-2024","Stade olympique d'epimpé","Je suis tranquille avec minéné santé","Anyama","Grand Abidjan","12 M²","INCONNUE","5.47892","-4.0709967"
"1539","18-09-2024","17-10-2024","Bingerville marché face feu du marché ","Je suis tranquille avec minéné santé","Bingerville","Grand Abidjan","12 M²","SELFIE MEDIA","5.356347","-3.8823924"
"1540","18-09-2024","17-10-2024","Carrefour abatta clôture china mall","Je suis tranquille avec minéné santé","Bingerville","Grand Abidjan","12 M²","SELFIE MEDIA","5.372569","-3.929837"
"1541","18-09-2024","17-10-2024","Stade de la paix face au stade","Je suis tranquille avec minéné santé","Bouaké","Interieur","12 M²","INCONNUE","7.68337","-5.03999"
"1542","18-09-2024","17-10-2024","préfecture de police face pharmacie UTB","Je suis tranquille avec minéné santé","Bouaké","Interieur","12 M²","INCONNUE","7.688389","-5.027177"
"1543","18-09-2024","17-10-2024","Entrée ville par Abidjan face Abidjan","Je suis tranquille avec minéné santé","Bouaké","Interieur","12 M²","INCONNUE","7.635155","-5.028131"
"1544","18-09-2024","17-10-2024","pharmacie de la grand mosquée","Je suis tranquille avec minéné santé","Bouaké","Interieur","12 M²","INCONNUE","7.692345","-5.024678"
"1545","18-09-2024","17-10-2024","BOUAKE grand marché","Je suis tranquille avec minéné santé","Bouaké","Interieur","12 M²","INCONNUE","7.692345","-5.024678"
"1546","18-09-2024","17-10-2024","Axe l'atrille après pâtisserie Abidjan ","Je suis tranquille avec minéné santé","Cocody","Grand Abidjan","12 M²","ALSHANA","5.379255","-3.9959524"
"1547","18-09-2024","17-10-2024","Ste Cécile sens Carrefour Duncan devant Bar Billionnaire Club face carrefour Duncan f2","Je suis tranquille avec minéné santé","Cocody","Grand Abidjan","12 M²","ALSHANA","5.3771717","-3.9961722"
"1548","18-09-2024","17-10-2024","Carrefour saint jean","Je suis tranquille avec minéné santé","Cocody","Grand Abidjan","12 M²","SELFIE MEDIA","5.335985","-4.004635"
"1549","18-09-2024","17-10-2024","Cocody BVD Arsène Usher face Eden golf direction rond-point Mèl Théodore Rivera 3","Je suis tranquille avec minéné santé","Cocody","Grand Abidjan","12 M²","SELFIE MEDIA","5.343008","-3.95239"
"1550","18-09-2024","17-10-2024","NOUVEAU CAMP SENS BLAISE PASCAL FACE ROND POINT CLINIQUE ST VIATEUR","Je suis tranquille avec minéné santé","Cocody","Grand Abidjan","12 M²","SELFIE MEDIA","5.3543593","-3.9506155"
"1551","18-09-2024","17-10-2024","Axe ancien camps carrefour akouedo face Camp ","Je suis tranquille avec minéné santé","Cocody","Grand Abidjan","12 M²","INCONNUE","5.360098","-3.9405033"
"1552","18-09-2024","17-10-2024","axe RTI avant carrefour RTI face la vie ","Je suis tranquille avec minéné santé","Cocody","Grand Abidjan","12 M²","ALSHANA","5.345834","-4.002983"
"1553","18-09-2024","17-10-2024","Axe cité universitaire Cocody danga face lycée techniques","Je suis tranquille avec minéné santé","Cocody","Grand Abidjan","12 M²","INCONNUE","5.337843","-4.005196"
"1554","18-09-2024","17-10-2024","	Rue C2 direction école de gendarmerie face insaac","Je suis tranquille avec minéné santé","Cocody","Grand Abidjan","12 M²","SELFIE MEDIA","5.346941","-3.997337"
"1555","18-09-2024","17-10-2024","Axe attoban après la pharmacie direction église catholique face pharmacie","Je suis tranquille avec minéné santé","Cocody","Grand Abidjan","12 M²","SELFIE MEDIA","5.368187","-3.979694"
"1556","18-09-2024","17-10-2024","Rond point 9kilo a la descente face Abidjan mall","Je suis tranquille avec minéné santé","Cocody","Grand Abidjan","12 M²","Inconnue","5.3589465","-3.9651352"
"1557","18-09-2024","17-10-2024","Carrefour du bonheur face marché guirau","Je suis tranquille avec minéné santé","Cocody","Grand Abidjan","12 M²","Inconnue","5.3687117","-3.959225"
"1558","18-09-2024","17-10-2024","Axe pharmacie bonoumin face pharmacie ","Je suis tranquille avec minéné santé","Cocody","Grand Abidjan","12 M²","SELFIE MEDIA","5.36108","-3.9707933"
"1559","18-09-2024","17-10-2024","Axe 30em face vallon ","Je suis tranquille avec minéné santé","Cocody","Grand Abidjan","12 M²","SELFIE MEDIA","5.3720572","-3.9875604"
"1560","18-09-2024","17-10-2024","Axe 30 m face 30 em","Je suis tranquille avec minéné santé","Cocody","Grand Abidjan","12 M²","SELFIE MEDIA","5.3720572","-3.9875604"
"1561","18-09-2024","17-10-2024","Axe nuit du Saïgon face 30em","Je suis tranquille avec minéné santé","Cocody","Grand Abidjan","12 M²","Inconnue","5.3717667","-3.9887533"
"1562","18-09-2024","17-10-2024","Axe pako au niveau de clinique médicale konos","Je suis tranquille avec minéné santé","Cocody","Grand Abidjan","12 M²","Inconnue","5.3618499","-3.9905882"
"1563","18-09-2024","17-10-2024","Vallon Axe groupe scolaire les dauphins face école ","Je suis tranquille avec minéné santé","Cocody","Grand Abidjan","12 M²","SELFIE MEDIA","5.3712682","-3.99107"
"1564","18-09-2024","17-10-2024","Pharmacie ste Cécile Vallon ","Je suis tranquille avec minéné santé","Cocody","Grand Abidjan","12 M²","SELFIE MEDIA","5.3771006","-3.9932598"
"1565","18-09-2024","17-10-2024","Clôture stade d'angré face terminus 81/82","Je suis tranquille avec minéné santé","Cocody","Grand Abidjan","12 M²","SELFIE MEDIA","5.398398","-3.9859111"
"1566","18-09-2024","17-10-2024","cocody 8e tracnhe cgk ","Je suis tranquille avec minéné santé","Cocody","Grand Abidjan","12 M²","SELFIE MEDIA","5.382975","-3.973675"
"1567","18-09-2024","17-10-2024","Devant les résidences MAGNIN face rosiers 6e programme ","Je suis tranquille avec minéné santé","Cocody","Grand Abidjan","12 M²","SELFIE MEDIA","5.3996514","-3.9653009"
"1568","18-09-2024","17-10-2024","Bd Dominique Ouattara fekecé avant station ola face faya","Je suis tranquille avec minéné santé","Cocody","Grand Abidjan","12 M²","SELFIE MEDIA","5.3745348","-3.9174148"
"1569","18-09-2024","17-10-2024","CARREFOUR CITÉ PRESTIGE ","Je suis tranquille avec minéné santé","Cocody","Grand Abidjan","12 M²","SELFIE MEDIA","5.3869499","-3.9280406"
"1570","18-09-2024","17-10-2024","Rond Point ancien camps face centre des impôts","Je suis tranquille avec minéné santé","Cocody","Grand Abidjan","12 M²","INCONNUE","5.358774","-3.951084"
"1571","18-09-2024","17-10-2024","Banque Atlantique sens aller pharmacie de koumassi","Je suis tranquille avec minéné santé","Koumassi","Grand Abidjan","12 M²","SELFIE MEDIA","5.2875918","-3.9689315"
"1572","18-09-2024","17-10-2024","1 df sur la route du terrain ""Inch Allah"" après marché ""Baradji"" face inshallah","Je suis tranquille avec minéné santé","Koumassi","Grand Abidjan","12 M²","ALSHANA","5.298029","-3.958966"
"1573","18-09-2024","17-10-2024","Après le grand crf de koumassi sens crf camp Commando face crf de koumassi f2","Je suis tranquille avec minéné santé","Koumassi","Grand Abidjan","12 M²","CERISE COMMUNICATION","5.2846574","-3.9699585"
"1574","18-09-2024","17-10-2024","Marcory premium résidence sens echangeur de Marcory ","Je suis tranquille avec minéné santé","Marcory","Grand Abidjan","12 M²","PYRAMIDE MEDIA","5.293226","-3.978556"
"1575","18-09-2024","17-10-2024","zone 4 carrefour sevigne sens echangeur de Marcory","Je suis tranquille avec minéné santé","Marcory","Grand Abidjan","12 M²","ALSHANA","5.292697","-3.977774"
"1576","18-09-2024","17-10-2024","Camp Galilet face sodeci","Je suis tranquille avec minéné santé","Plateau","Grand Abidjan","12 M²","ALSHANA","5.3353633","-4.0250187"
"1577","18-09-2024","17-10-2024","PETIT BASSAM SENS TERMINUS 19 f1","Je suis tranquille avec minéné santé","Port-Bouet","Grand Abidjan","12 M²","ALSHANA","5.25659","-3.991385"
"1578","18-09-2024","17-10-2024","Port bouët marché de nuit sens carrefour phare","Je suis tranquille avec minéné santé","Port-Bouet","Grand Abidjan","12 M²","ALSHANA","5.254701","-3.96459"
"1579","18-09-2024","17-10-2024","PHARE SENS 1ER PONT PIÉTON ","Je suis tranquille avec minéné santé","Port-Bouet","Grand Abidjan","12 M²","SELFIE MEDIA","5.2476867","-3.9496233"
"1580","18-09-2024","17-10-2024","Gonzague sens retour bassam 2ème pont piéton","Je suis tranquille avec minéné santé","Port-Bouet","Grand Abidjan","12 M²","SELFIE MEDIA","5.240336","-3.901797"
"1581","18-09-2024","17-10-2024","Côté opposé à radio jam en allant vers la pharmacie ste Jeanne belle ville ","Je suis tranquille avec minéné santé","Treichville","Grand Abidjan","12 M²","SELFIE MEDIA","5.3055628","-3.9990125"
"1582","18-09-2024","17-10-2024","Treichville clôture école Régionale face église de Pentecôte internationale de CI","Je suis tranquille avec minéné santé","Treichville","Grand Abidjan","12 M²","PYRAMIDE MEDIA","5.3053867","-4.001535"
"1583","18-09-2024","17-10-2024","clôture de la cIté policière sens 2ème arrondissement ","Je suis tranquille avec minéné santé","Treichville","Grand Abidjan","12 M²","SELFIE MEDIA","5.30743","-4.015865"
"1584","18-09-2024","17-10-2024","feu du marché de Samsung clôture du palais f2","Je suis tranquille avec minéné santé","Treichville","Grand Abidjan","12 M²","ALSHANA","5.299224","-4.006983"
